province;red;green;blue;x;x
4253;130;17;140;Yuriev;
4254;50;47;10;Starodub;
4255;170;77;20;Pronsk;
4256;90;107;50;Solvychegodsk;
4257;210;137;70;Mezen;
4258;30;167;100;Onega;
4259;150;197;110;Velsk;
4260;70;17;130;Vyshny Volochyok;
4261;190;47;140;Ustyuzhna;
4262;110;77;10;Totma;
4263;10;107;20;Sol Galitskaya;
4264;130;137;50;Tetyushi;
4265;50;167;70;Ar Chally;
4266;170;197;100;Izhkar;
4267;90;17;110;Bolgar;
4268;210;47;130;Aqaba;
4269;30;77;140;Al Wajh;
4270;150;107;10;Azraq;
4271;70;137;20;Suwaida;
4272;185;74;0;Al Jawf;x
4273;190;167;50;Karaitan;
4274;110;197;70;Sudayr;
4275;10;17;100;Yamamah;
4276;10;47;20;Air Massif;
4277;130;47;110;Taif;
4278;50;77;130;Qunfudah;
4279;170;107;140;Zabid;
4280;90;137;10;Taiz;
4281;210;167;20;Dhamar;
4282;30;197;50;Sahda;
4283;150;17;70;Shihr;
4284;70;47;100;Al Ghayda;
4285;190;77;110;Baraimi;
4286;110;107;130;Sur;
4287;10;137;140;Ibra;
4288;130;167;10;Shatt;
4289;50;197;20;Shushtar;
4290;170;17;50;Hoveyzeh;
4291;90;47;70;Qazania;
4292;210;77;100;Mardin;
4293;30;107;110;Arbil;
4294;150;137;130;Sulimaniyeh;
4295;70;167;140;Hisn Kayfa;
4296;190;197;10;Bitlis;
4297;110;17;20;Homs;
4298;10;47;50;Ayntab;
4299;130;77;70;Shamakhi;
4300;50;107;100;Mianeh;
4301;170;137;110;Kartli;
4302;90;167;130;Bayazid;
4303;210;197;140;Tao;
4304;30;17;10;Khoy;
4305;150;47;20;Shaki;
4306;70;77;50;Lakia;
4307;190;107;70;Aksaray;
4308;110;137;100;Denizli;
4309;10;167;110;Aydin;
4310;130;197;130;Divrigi;
4311;50;17;140;Karahisar;
4312;170;47;10;Eskesehir;
4313;90;77;20;Cangiri;
4314;210;107;50;Kirsehir;
4315;30;137;70;Tokat;
4316;150;167;100;Mansura;
4317;70;197;110;Bahiriya;
4318;190;17;130;Atfih;
4319;110;47;140;Isna;
4320;10;77;10;Girga;
4321;130;47;15;Siwa;
4322;150;137;110;Great Sand Sea;
4323;130;107;20;Farafreh;
4324;50;137;50;Ghuriyan;
4325;170;167;70;Sarakhs;
4326;90;197;100;Nishapur;
4327;210;17;110;Jask;
4328;30;47;130;Chakhansur;
4329;150;77;140;Fasa;
4330;70;107;10;Darab;
4331;190;137;20;Kazerun;
4332;110;167;50;Siraf;
4333;0;204;254;Dahlek Archipelago;
4334;10;197;70;Tabas;
4335;130;17;100;Kashan;
4336;50;47;110;Tun;
4337;170;77;130;Savah;
4338;90;107;140;Soltanieh;
4339;210;137;10;Rasht;
4340;30;167;20;Astara;
4341;150;197;50;Sari;
4342;70;17;70;Malamir;
4343;190;47;100;Termez;
4344;110;77;110;Kish;
4345;10;107;130;Saidabad;
4346;1;224;254;Qamr Bay;
4347;2;244;254;Pirate Coast;
4348;170;197;20;Ifugao;
4349;90;17;50;Laguna;
4350;210;47;70;Mindoro;
4351;30;77;100;Buglas;
4352;150;107;110;Cebu;
4353;70;137;130;Leyte;
4354;190;167;140;Zamboanga;
4355;110;197;10;Caraga;
4356;10;17;20;Taytay;
4357;4;224;254;Cuyu Archipelago;
4358;5;244;254;Philippine Trench;
4359;130;47;50;Ise;
4360;50;77;70;Mikawa;
4361;90;137;110;East March;
4362;210;167;130;West March;
4363;30;197;140;Argyll;
4364;150;17;10;Inner Hebrides;
4365;70;47;20;Mann;
4366;190;77;50;Montgomery;
4367;110;107;70;Hull;
4368;10;137;100;Scarborough;
4369;130;167;110;Carmathen;
4370;50;197;130;Cambridgeshire;
4371;170;17;140;Sussex;
4372;90;47;10;Coventry;
4373;161;114;192;Cornwall;x
4374;30;107;50;Dorset;
4375;150;137;70;Chester;
4376;70;167;100;Leicester;
4377;190;197;110;Ormond;
4378;110;17;130;Kinsale;
4379;10;47;140;Middlands;
4380;190;77;70;Donegal;
4381;255;16;40;Oversticht;x
4382;130;77;10;Ommeland;
4383;50;107;20;Haag;
4384;170;137;50;Rennes;
4385;90;167;70;Cotentin;
4386;210;197;100;Vendee;
4387;30;17;110;Angouleme;
4388;150;47;130;Chartres;
4389;70;77;140;Touraine;
4390;190;107;10;Troyes;
4391;110;137;20;Vivarais;
4392;10;167;50;Auxerrois;
4393;130;197;70;Tabayin;
4394;50;17;100;Salin;
4395;170;47;110;Yamethin;
4396;90;77;130;Prome;
4397;210;107;140;Yawnghwe;
4398;30;137;10;Mawkmai;
4399;150;167;20;Dagon;
4400;210;167;10;Himalaya;
4401;90;137;140;Himalaya;
4402;30;197;20;Gaoligong Mountains;
4403;110;107;110;Pamir;
4404;70;197;50;Minsin;
4405;190;17;70;Katha;
4406;110;47;100;Mong Kung;
4407;10;77;110;Ruhunu;
4408;130;107;130;Salavata;
4409;50;137;140;Trincomale;
4410;170;167;10;Kumari;
4411;90;197;20;Samana;
4412;210;17;50;Dindigul;
4413;30;47;70;Cannanore;
4414;150;77;100;Salem;
4415;70;107;110;Negapattam;
4416;190;137;130;Tranqebar;
4417;110;167;140;Kanchipuram;
4418;10;197;10;Nelore;
4419;130;17;20;Adanki;
4420;50;47;50;Chandragiri;
4421;170;77;70;Seringapatam;
4422;90;107;100;Sira;
4423;210;137;110;Gutti;
4424;30;167;130;Adavani;
4425;150;197;140;Kondavidu;
4426;70;17;10;Chitaldurg;
4427;190;47;20;Honnavara;
4428;110;77;50;Mudgal;
4429;10;107;70;Rajapur;
4430;130;137;100;Daman;
4431;50;167;110;Kolhapur;
4432;170;197;130;Junir;
4433;90;17;140;Nasik;
4434;210;47;10;Dharangaon;
4435;30;77;20;Sholapur;
4436;150;107;50;Devarakonda;
4437;70;137;70;Paithre;
4438;190;167;100;Nander;
4439;110;197;110;Khamammet;
4440;10;17;130;Narayanpur;
4441;130;47;140;Ganjam;
4442;50;77;10;Washim;
4443;170;107;20;Karanja;
4444;90;137;50;Manidurg;
4445;210;167;70;Kanker;
4446;30;197;100;Kalahandi;
4447;150;17;110;Patna;
4448;70;47;130;Parlakhimedi;
4449;190;77;140;Jammu;
4450;110;107;10;Mayurbhanj;
4451;10;137;20;Sonpur;
4452;130;167;50;Ratanpur;
4453;50;197;70;Thalner;
4454;170;17;100;Porbandar;
4455;90;47;110;Diu;
4456;210;77;130;Jhalavad;
4457;30;107;140;Cambay;
4458;150;137;10;Narbada;
4459;70;167;20;Saugor;
4460;190;197;50;Handia;
4461;110;17;70;Ujjain;
4462;10;47;100;Vagad;
4463;130;77;110;Bhatnair;
4464;50;107;130;Bundi;
4465;170;137;140;Ranthambore;
4466;90;167;10;Mahoba;
4467;210;197;20;Kalinjar;
4468;30;17;50;Bandogarh;
4469;150;47;70;Rohtasgarh;
4470;70;77;100;Soumelpur;
4471;190;107;110;Bishnupur;
4472;110;137;130;Monghyr;
4473;190;107;140;Mizoram;x
4474;10;167;140;Sonargaon;
4475;130;197;10;Fathabad;
4476;50;17;20;Nadia;
4477;170;47;50;Satgaon;
4478;90;77;70;Haibitnagar;
4479;210;107;100;Goraghat;
4480;30;137;110;Mahikantha;
4481;150;167;130;Punakha;
4482;70;197;140;Sikkim;
4483;190;17;10;Morang;
4484;110;47;20;Makwanpur;
4485;10;77;50;Palpa;
4486;130;107;70;Purnia;
4487;50;137;100;Saran;
4488;170;167;110;Champaran;
4489;90;197;130;Hajipur;
4490;210;17;140;Ghazipur;
4491;30;47;10;Dang;
4492;170;107;130;Doti;
4493;150;77;20;Sirmur;
4494;70;107;50;Khairabad;
4495;190;137;70;Feyzabad;
4496;110;167;100;Kora;
4497;10;197;110;Kannauj;
4498;130;17;130;Sambhal;
4499;50;47;140;Bareily;
4500;170;77;10;Bharatpur;
4501;90;107;20;Bhilwara;
4502;210;137;50;Merta;
4503;30;167;70;Mansura;
4504;150;197;100;Nasirpur;
4505;70;17;110;Khairpur;
4506;190;47;130;Barmer;
4507;110;77;140;Churu;
4508;10;107;10;Bahawalpur;
4509;130;137;20;Karor;
4510;50;167;50;Shorkot;
4511;170;197;70;Bhera;
4512;90;17;100;Bharuch;
4513;210;47;110;Dipalpur;
4514;30;77;130;Sakya;
4515;150;107;140;Gyirong;
4516;70;137;10;Purang;
4517;190;167;20;Nedong;
4518;110;197;50;Tsurphu;
4519;10;17;70;Damxung;
4520;130;47;100;Rutog;
4521;50;77;110;Skardu;
4522;240;17;40;Kulun Shan;x
4523;50;107;70;Inowroclaw;
4524;170;137;100;Dobryzn;
4525;90;167;110;Rawa;
4526;210;197;130;Gniezno;
4527;30;17;140;Checiny;
4528;150;47;10;Kuyavia;
4529;70;77;20;Iasi;
4530;190;107;50;Birlad;
4531;110;137;70;Giurgiu;
4532;10;167;100;Severin;
4533;130;197;110;Wielun;
4534;50;17;130;Upita;
4535;170;47;140;Wilkimierz;
4536;90;77;10;Lida;
4537;210;107;20;Nowogrodek;
4538;30;137;50;Chelm;
4539;150;167;70;Kremenets;
4540;70;197;100;Winnica;
4541;190;17;110;Drohobycz;
4542;110;47;130;Lubnie;
4543;10;77;140;Rylsk;
4544;130;107;10;Bobrujsk;
4545;50;137;20;Sluck;
4546;30;47;110;Malaga;
4547;150;77;130;Albacete;
4548;70;107;140;Huelva;
4549;190;137;10;Xativa;
4550;110;167;20;Castellon;
4551;10;197;50;Avila;
4552;130;17;70;Palencia;
4553;50;47;100;Zamora;
4554;170;77;110;Lugo;
4555;90;107;130;Vigo;
4556;210;137;140;Aviero;
4557;30;167;10;Calatayud;
4558;150;197;20;Orense;
4559;70;17;50;Minorca;
4560;190;47;70;Ibiza;
4561;110;77;100;Tetouan;
4562;10;107;110;Saida;
4563;130;137;130;Sale;
4564;50;167;140;Anfa;
4565;170;197;10;Tenerife;
4566;90;17;20;Kairwan;
4567;210;47;50;Sabha;
4568;30;77;70;Demnate;
4569;200;47;80;Saguia el-Hamra;x
4570;50;77;25;Texcoco;
4571;170;107;35;Tlacopan;
4572;90;137;45;Malinalco;
4573;210;167;55;Acambaro;
4574;30;197;65;Ihuatzio;
4575;150;17;75;Puruaran;
4576;70;47;85;Amaxocotlan;
4577;190;77;95;Tohono;
4578;110;107;105;Tzapotzingo;
4579;10;137;115;Sayula;
4580;130;167;125;Tecoman;
4581;50;197;135;Yohualtepec;
4582;170;17;145;Teotitlan;
4583;90;47;5;Xocotla;
4584;210;77;15;Mitla;
4585;30;107;25;Tzotzil;
4586;150;137;35;Jakaltek;
4587;70;167;45;Qumarkaj;
4588;190;197;55;Kobox;
4589;110;17;65;Moran;
4590;10;47;75;Xiu;
4591;130;77;85;Chikinchel;
4592;50;107;95;Ulva;
4593;170;137;105;Xicaque;
4594;90;167;115;Tzul;
4595;210;197;125;Guaymi;
4596;30;17;135;Kuna;
4597;150;47;145;Talamanca;
4598;70;77;5;Cuauhtochco;
4599;190;107;15;Sinu;
4600;110;137;25;Magangue;
4601;10;167;35;Chimila;
4602;130;197;45;Motilones;
4603;50;17;55;Moniquira;
4604;170;47;65;Pastos;
4605;90;77;75;Putumayos;
4606;210;107;85;Chichitames;
4607;30;137;95;Pijaos;
4608;150;167;105;Achaguas;
4609;70;197;115;Variquicimento;
4610;190;17;125;Yukpa;
4611;110;47;135;Wayuu;
4612;10;77;145;Tacarigua;
4613;130;107;5;Guanaguanare;
4614;50;137;15;Tuneo;
4615;170;167;25;Guanipa;
4616;90;197;35;Anzoategui;
4617;210;17;45;Atabapo;
4618;30;47;55;Yaquimo;
4619;150;77;65;Marien;
4620;70;107;75;Ciguayo;
4621;190;137;85;Higuey;
4622;110;167;95;Canimar;
4623;10;197;105;Escambrey;
4624;130;17;115;Guane;
4625;50;47;125;Mayaca;
4626;170;77;135;Potano;
4627;90;107;145;Tanu;
4628;210;137;5;Nitahende;
4629;30;167;15;Tel Kondaha;
4630;150;197;25;Natahende;
4631;70;17;35;Towa;
4632;190;47;45;Keres;
4633;110;77;55;Sobaipuri;
4634;10;107;65;Tsekaadn;
4635;130;137;75;Taaqtam;
4636;50;167;85;Choinumni;
4637;170;197;95;Ohlone;
4638;90;17;105;Wintun;
4639;210;47;115;Paipai;
4640;30;77;125;Tecpatitlan;
4641;150;107;135;Xilotepec;
4642;70;137;145;Pame;
4643;190;167;5;Xiconaque;
4644;110;197;15;Jocome;
4645;10;17;25;Xochipillan;
4646;130;47;35;Tarahumara;
4647;50;77;45;Xecora;
4648;170;107;55;Acaxee;
4649;90;137;65;Mayo;
4650;210;167;75;Opata;
4651;70;47;105;Tsushima;
4652;190;77;115;Haicheng;
4653;110;107;125;Maolian;
4654;10;137;135;Fuerhe;
4655;130;167;145;Shilimian;
4656;50;197;5;Wolanhe;
4657;100;11;192;Chukchi;
4658;30;76;126;Udskoye;x
4659;90;47;25;Tulutingshan;
4660;210;77;35;Tunhe;
4661;30;107;45;Edala;
4662;150;137;55;Halacha;
4663;70;167;65;Jixi;
4664;190;197;75;Oroqen;
4665;110;17;85;West Buteha;
4666;10;47;95;Barag;
4667;130;77;105;Bayan Uul;
4668;50;107;115;Orkhon;
4669;170;137;125;Dornogovi;
4670;90;167;135;Urad;
4671;210;197;145;Kalgan;
4672;30;17;5;Josutu;
4673;150;47;15;Ujimqin;
4674;70;77;25;Korchin;
4675;190;107;35;Bayisingtu;
4676;110;137;45;Badain Jaran;
4677;10;167;55;Nayon;
4678;130;197;65;Sain Noyon;
4679;50;17;75;Khovsgol;
4680;170;47;85;Zakhchin;
4681;90;77;95;Olgii;
4682;210;107;105;Monkhkhairkhan;
4683;30;137;115;Altay;
4684;150;167;125;Dzhemenika;
4685;70;197;135;Karagandy;
4686;190;17;145;Ekibastuz;
4687;110;47;5;Imakia;
4688;10;77;15;Baraba;
4689;130;107;25;Om;
4690;50;137;35;Ishim;
4691;170;167;45;As;
4692;90;197;55;Turgay;
4693;210;17;65;Keriya;
4694;219;23;146;Foix;
4695;100;13;168;Carcassone;
4696;219;32;162;Toulon;
4697;219;32;147;La Marche;
4698;100;13;137;Cephalonia;
4699;50;17;110;Aetolia;
4700;219;32;216;Lesbos;
4701;100;12;171;Corinth;
4702;219;32;211;Siroz;
4703;207;110;39;Kostendil;
4704;21;76;0;Bulgaria;x
4705;255;10;40;Komotini;x
4706;255;11;120;Dobruja;x
4707;219;32;26;Rosenheim;
4708;207;110;12;Freising;
4709;207;110;35;Passau;
4710;207;110;51;Bregenz;
4711;207;110;115;Donauworth;
4712;100;11;174;Konstanz;
4713;207;110;244;Urach;
4714;100;12;106;Durlach;
4715;100;12;151;Rothenburg;
4716;219;23;142;Coburg;
4717;219;23;196;Bayreuth;
4718;207;110;233;Aschaffenburg;
4719;100;13;147;Annecy;
4720;219;32;45;Geneva;
4721;100;10;181;Fribourg;
4722;219;32;141;Illanz;
4723;219;32;73;Opole;
4724;219;23;164;Pardubice;
4725;219;23;124;Jindrichuv Hradec;
4726;100;11;173;Ostrava;
4727;100;10;137;Saluzzo;
4728;219;32;212;Pavia;
4729;219;23;170;Padova;
4730;225;25;199;Bologna;
4731;207;110;102;Spoleto;
4732;100;12;188;Terracina;
4733;100;11;105;Molise;
4734;219;23;169;Avellino;
4735;219;32;224;Arborea;
4736;100;13;105;Trapani;
4737;225;25;197;Girgenti;
4738;100;11;134;Trieste;
4739;219;23;185;Bergamo;
4740;207;110;46;Como;
4741;219;23;153;Halle;
4742;207;110;47;Goslar;
4743;219;32;174;Weimar;
4744;207;140;134;Zwickau;
4745;100;13;161;Rugen;
4746;219;32;84;Stargard;
4747;100;13;107;Dramburg;
4748;219;32;43;Brandenburg;
4749;100;13;148;Neubrandenburg;
4750;100;11;181;Kruje;
4751;207;110;52;Cilli;
4752;219;32;226;Rijeka;
4753;219;32;218;Zadar;
4754;219;32;10;Kotor;
4755;100;11;157;Podrinje;
4756;100;12;120;Bjelovar;
4757;207;110;83;Kolubara;
4758;219;32;50;Etsch-Meran;
4759;100;13;170;Oberkarnten;
4760;219;32;80;Innbaiern;
4761;207;110;26;Traungau;
4762;207;110;239;Wienerwald;
4763;207;110;89;Alps;
4764;207;110;41;Salins;
4765;219;23;140;Mulhouse;
4766;100;11;188;Verdun;
4767;100;13;113;Zweibrucken;
4768;219;24;225;Julich;
4769;100;11;155;Lille;
4770;100;13;126;S-Hertogenbosch;
4771;207;110;20;Verden;
4772;225;25;173;Celle;
4773;100;11;164;Gottingen;
4774;100;12;159;Fulda;
4775;225;25;158;Bielefeld;
4776;100;13;167;Blois;
4777;100;11;159;Forez;
4778;207;110;241;Gorlitz;
4779;225;25;162;Gallipoli;
4780;100;12;182;Ohrid;
4781;190;197;60;Gauteng;
4782;90;17;70;Bophuthatswana;
4783;255;19;40;Swaziland;
4784;210;47;100;Tsonga;
4785;100;10;131;Sheffield;
4786;100;12;134;Prignitz;
4787;100;11;162;Ribatejo;
4788;219;32;137;Plasencia;
4789;100;10;189;Segovia;
4790;30;47;75;Pangguyanan;
4791;150;77;85;Cirebon;
4792;70;107;95;Kendal;
4793;190;137;105;Pajang;
4794;110;167;115;Malang;
4795;10;197;125;Bone;
4796;130;17;135;Kendari;
4797;50;47;145;Soppeng;
4798;170;77;5;Wajo;
4799;90;107;15;Sambaliung;
4800;210;137;25;Paser;
4801;30;167;35;Batulicin;
4802;150;197;45;Pontianak;
4803;70;17;55;Meliau;
4804;190;47;65;Kuching;
4805;170;107;100;Baram;
4806;110;77;75;Kapit;
4807;10;107;85;Sendawar;
4808;130;137;95;Inner Sumatra;
4809;50;167;105;Langkat;
4810;170;197;115;Deli;
4811;90;17;125;Barus;
4812;210;47;135;Gerik;
4813;30;77;145;Penang;
4814;150;107;5;Semantan;
4815;255;6;160;Singapore;
4816;70;137;15;Rengat;
4817;190;167;25;Padang;
4818;110;197;35;Indrapura;
4819;10;17;45;Quang Ninh;
4820;130;47;55;Hung Hoa;
4821;50;77;65;Nghe An;
4822;170;107;75;Amaravati;
4823;90;137;85;Jarai;
4824;210;167;95;Rhade;
4825;30;197;105;Pursat;
4826;150;17;115;Kampot;
4827;70;47;125;Kampom Pous Thom;
4828;190;77;135;Preah Vihear;
4829;110;107;145;Raung Dapey;
4830;10;137;5;Rayong;
4831;130;167;15;Bangkok;
4832;50;197;25;Lopburi;
4833;170;17;35;Phetchabun;
4834;90;47;45;Suphanburi;
4835;210;77;55;Kanchanaburi;
4836;30;107;65;Si Thep;
4837;150;137;75;Muang Ngoi;
4838;70;167;85;Roi Et;
4839;190;197;95;Champasak;
4840;110;17;105;Xekong;
4841;10;47;115;Lamphun;
4842;130;77;125;Phayao;
4843;50;107;135;Selimbau;
4844;170;137;145;Inner Jambi;
4845;90;167;5;Mamuju;
4846;210;197;15;Woolna;
4847;30;17;25;Yunawa;
4848;150;47;35;Mingin;
4849;70;77;45;Kurtjar;
4850;190;107;55;Biri;
4851;110;137;65;Gureng;
4852;10;167;75;Wuli-Wuli;
4853;130;197;85;Bidjara;
4854;50;17;95;Badtjala;
4855;170;47;105;Yiman;
4856;90;77;115;Gamilaraay;
4857;210;107;125;Bundjalung;
4858;30;137;135;Tharawal;
4859;150;167;145;Gundungurra;
4860;70;197;5;Dharug;
4861;190;17;15;Waveroo;
4862;110;47;25;Ngadjuri;
4863;10;77;35;Nyaki-Nyaki;
4864;130;107;45;Yuat;
4865;50;137;55;Kurrama;
4866;170;167;65;Mangala;
4867;90;197;75;Wunambul;
4868;210;17;85;Pyemmairrener;
4869;30;47;95;Peerapper;
4870;150;77;105;Lake Simcoe;
4871;70;107;115;Cowasuk;
4872;190;137;125;Wenrohonon;
4873;110;167;135;Pegwaki;
4874;10;197;145;Westenhuck;
4875;130;17;5;Welhikhane;
4876;50;47;15;Scahentowanen;
4877;170;77;25;Nottoway;
4878;90;107;35;Eno;
4879;210;137;45;Kituwah;
4880;30;167;55;Combahee;
4881;150;197;65;Sawokli;
4882;70;17;75;Etali;
4883;190;47;85;Napochi;
4884;110;77;95;Houma;
4885;10;107;105;Avoyel;
4886;130;137;115;Nasoni;
4887;50;167;125;Cochati;
4888;170;197;135;Tatteroa;
4889;90;17;145;Mohetan;
4890;210;47;5;Kichessipirini;
4891;30;77;15;Piktuk;
4892;150;107;25;Iroquet;
4893;70;137;35;Nebesek;
4894;190;167;45;Ottagotouemin;
4895;110;197;55;Batiscan;
4896;10;17;65;Meductic;
4897;130;47;75;Keinouche;
4898;50;77;85;Noquet;
4899;170;107;95;Mamaceqtaw;
4900;90;137;105;Otoe;
4901;210;167;115;Saone;
4902;30;197;125;Makandwewin;
4903;150;17;135;Chinko;
4904;70;47;145;Espeminkia;
4905;190;77;5;Tapouaro;
4906;110;107;15;Coiracoentanon;
4907;10;137;25;Mosopelea;
4908;130;167;35;Tawehash;
4909;50;197;45;Kitsash;
4910;170;17;55;Tawakoni;
4911;90;47;65;Nabaydacu;
4912;210;77;75;Kaniatarowanen;
4913;30;107;85;Aniyutsi;
4914;150;137;95;Neozho;
4915;70;167;105;Pitahawirata;
4916;190;197;115;Panka;
4917;110;17;125;Selis;
4918;10;47;135;Hunkpapha;
4919;130;77;145;Sihabi;
4920;50;107;5;Wadopabina;
4921;170;137;15;Kuttawa;
4922;90;167;25;Pepikokia;
4923;210;197;35;Pacaha;
4924;30;17;45;Siedlce;
4925;150;47;55;Nome;
4926;70;77;65;Sahtu;
4927;190;107;75;Kugluktuk;
4928;1;211;201;Lake in Philippines;
4929;2;231;211;Lake in North Canada;
4930;110;137;85;Rockies;
4931;10;167;95;Rockies;
4932;130;197;105;Rockies;
4933;50;17;115;Missoula;
4934;170;47;125;Maui;
4935;90;77;135;Oahu;
4936;210;107;145;Kauai;
4937;30;137;5;Kubuna;
4938;150;167;15;Vanua Levu;
4939;70;197;25;Te Moana a Toi;
4940;190;17;35;North Idaho;
4941;110;47;45;East Utah;
4942;10;77;55;;
4943;130;107;65;;
4944;50;137;75;;
4945;170;167;85;;
4946;90;197;95;;
4947;210;17;105;;
4948;30;47;115;;
4949;150;77;125;;
4950;70;107;135;;
4951;190;137;145;;
4952;110;167;;;
4953;;197;;;
4954;;;;;
4955;;;;;
4956;;;;;
4957;;;;;
;;;;;
;;;;;
;;;;;
;3;251;221;;
;4;221;231;;
;5;241;241;;
;6;211;251;;
;7;231;201;;
;1;251;211;;
;2;221;221;;
;3;241;231;;
;4;211;241;;
;5;231;251;;
;6;251;;;
;7;221;;;
;;241;;;
